status,locale,timezones,urlbase,fullstartdate
舍弃,aa-ER,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,af-NA,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,af-ZA,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,am-ET,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-EG,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-DZ,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-BH,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-DJ,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-ER,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ar-IQ,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-IL,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ar-YE,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-JO,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-QA,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-KM,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-KW,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-LB,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-LY,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-MA,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-MR,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-OM,UTC+04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-PS,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-SA,UTC+03:00,OHR.AsianSwallowtail_ROW5026758014_UHD.jpg,144612220700 
舍弃,ar-SO,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ar-SD,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-SY,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-TD,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-TN,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ar-AE,UTC+04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ay-BO,UTC-04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,az-AZ,UTC+04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,be-BY,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,bn-BD,UTC+06:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,bi-VU,UTC+11:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,bs-BA,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,bs-ME,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,bg-BG,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,byn-ER,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ca-AD,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,cs-CZ,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ch-GU,UTC+10:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ch-MP,UTC+10:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,da-DK,UTC-04:00、UTC-03:00、UTC-01:00、UTC、UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,de-BE,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
保留,de-DE,UTC+01:00,OHR.SerengetiGiraffe_DE-DE4851504112_UHD.jpg,202506192200 
舍弃,de-LI,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,de-LU,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,de-AT,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,de-CH,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,de-VA,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,dv-MV,UTC+05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,dz-BT,UTC+06:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,el-GR,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,el-CY,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-AS,UTC-11:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-AI,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-AQ,UTC-03:00、UTC+03:00、UTC+05:00、UTC+06:00、UTC+07:00、UTC+08:00、UTC+10:00、UTC+12:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-AG,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-AU,UTC+05:00、UTC+06:30、UTC+07:00、UTC+08:00、UTC+09:30、UTC+10:00、UTC+10:30、UTC+11:30,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-BS,UTC-05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-BB,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-BZ,UTC-06:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-BM,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-BW,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-IO,UTC+06:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-CK,UTC-10:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-CW,UTC-04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-DM,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-ER,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-SZ,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-FK,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-FJ,UTC+12:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-FM,UTC+10:00、UTC+11:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-GM,UTC+00:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-GH,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-GI,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-GD,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-GU,UTC+10:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-GG,UTC+00:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-GY,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-HM,UTC+05:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-HK,UTC+08:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
保留,en-IN,UTC+05:30,OHR.IcelandSolstice_EN-IN9654538547_UHD.jpg,202506191830 
舍弃,en-IM,UTC+00:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-IE,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-JM,UTC-05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-JE,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-VG,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-VI,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-KY,UTC-05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-CM,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
保留,en-CA,UTC-08:00、UTC-07:00、UTC-06:00、UTC-05:00、UTC-04:00、UTC-03:30,OHR.IcelandSolstice_EN-CA5496259238_UHD.jpg,202506200400 
舍弃,en-KE,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-KI,UTC+12:00、UTC+13:00、UTC+14:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-UM,UTC-11:00、UTC-10:00、UTC+12:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-CC,UTC+06:30,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-LS,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-LR,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-MW,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-MT,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-MH,UTC+12:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-MU,UTC+04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-MS,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-NA,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-NR,UTC+12:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-NZ,UTC-11:00、UTC-10:00、UTC+12:00、UTC+12:45、UTC+13:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-NG,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-NU,UTC-11:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-MP,UTC+10:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-NF,UTC+11:30,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-PK,UTC+05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-PW,UTC+09:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-PG,UTC+10:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-PH,UTC+08:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-PN,UTC-08:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-PR,UTC-04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-RW,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-MF,UTC-04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-SB,UTC+11:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-ZM,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-WS,UTC+13:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-SC,UTC+04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-SL,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-ZW,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-SG,UTC+08:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-SX,UTC-04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-SH,UTC+00:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-KN,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-LC,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-VC,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-ZA,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-SD,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-GS,UTC-02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,en-SS,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-TZ,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-TK,UTC+13:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-TO,UTC+13:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-TT,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-TC,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-TV,UTC+12:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-UG,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,en-VU,UTC+11:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
保留,en-US,UTC-12:00、UTC-11:00、UTC-10:00、UTC-09:00、UTC-08:00、UTC-07:00、UTC-06:00、UTC-05:00、UTC-04:00、UTC+10:00、UTC+12:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
保留,en-GB,UTC-08:00、UTC-05:00、UTC-04:00、UTC-03:00、UTC-02:00、UTC、UTC+01:00、UTC+02:00、UTC+06:00,OHR.SerengetiGiraffe_EN-GB8989082610_UHD.jpg,202506192300 
舍弃,en-CX,UTC+07:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,et-EE,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fan-GQ,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,fo-FO,UTC+00:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fa-IR,UTC+03:30,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fj-FJ,UTC+12:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,fi-FI,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-GQ,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,fr-BE,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-BJ,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-BF,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-BI,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-CD,UTC+01:00、UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-DJ,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-CI,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
保留,fr-FR,UTC-10:00、UTC-09:30、UTC-09:00、UTC-08:00、UTC-04:00、UTC-03:00、UTC+01:00、UTC+02:00、UTC+03:00、UTC+04:00、UTC+05:00、UTC+10:00、UTC+11:00、UTC+12:00,OHR.SerengetiGiraffe_FR-FR9630201314_UHD.jpg,202506192200 
舍弃,fr-GF,UTC-03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-PF,UTC-10:00、UTC-09:30、UTC-09:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-TF,UTC+05:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,fr-MC,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-GA,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-GP,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-GG,UTC+00:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,fr-GN,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-HT,UTC-05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-JE,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,fr-CM,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
保留,fr-CA,UTC-08:00、UTC-07:00、UTC-06:00、UTC-05:00、UTC-04:00、UTC-03:30,OHR.IcelandSolstice_FR-CA9981764329_UHD.jpg,202506200400 
舍弃,fr-KM,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-LB,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-LU,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-MG,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-ML,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-MQ,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-YT,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-NC,UTC+11:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-NE,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-CG,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-RE,UTC+04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-RW,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,fr-MF,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-BL,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
