status,locale,timezones,urlbase,fullstartdate
舍弃,fr-CH,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-SN,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-SC,UTC+04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,fr-PM,UTC-03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-TG,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-TD,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-VU,UTC+11:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,fr-VA,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,fr-WF,UTC+12:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,fr-CF,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ff-BF,UTC,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ff-GN,UTC,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ga-IE,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,gv-IM,UTC+00:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,gn-AR,UTC-03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,gn-PY,UTC-04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ht-HT,UTC-05:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,he-IL,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,hif-FJ,UTC+12:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
保留,hi-IN,UTC+05:30,OHR.IcelandSolstice_EN-IN9654538547_UHD.jpg,202506191830 
舍弃,hr-BA,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,hr-HR,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,hr-ME,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,hu-HU,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,hy-AM,UTC+04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,hy-CY,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,id-ID,UTC+07:00、UTC+08:00、UTC+09:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,is-IS,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
保留,it-IT,UTC+01:00,OHR.SaleTrapani_IT-IT6306427374_UHD.jpg,202506192200 
舍弃,it-SM,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,it-CH,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,it-VA,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
保留,ja-JP,UTC+09:00,OHR.IcelandSolstice_JA-JP9258082333_UHD.jpg,202506191500 
舍弃,kl-GL,UTC-04:00、UTC-03:00、UTC-01:00、UTC+00:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ka-GE,UTC+04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,kk-KZ,UTC+05:00、UTC+06:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,km-KH,UTC+07:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,rw-RW,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ky-KG,UTC+06:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,kg-CD,UTC+01:00、UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ko-KP,UTC+09:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ko-KR,UTC+09:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,kun-ER,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ku-IQ,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,lo-LA,UTC+07:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,la-VA,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,lv-LV,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ln-CD,UTC+01:00、UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ln-CG,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,lt-LT,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,lb-LU,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,lu-CD,UTC+01:00、UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,mh-MH,UTC+12:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,mk-MK,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,mg-MG,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,mt-MT,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,mn-MN,UTC+07:00、UTC+08:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,mi-NZ,UTC-11:00、UTC-10:00、UTC+12:00、UTC+12:45、UTC+13:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ms-BN,UTC+08:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ms-SG,UTC+08:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,my-MM,UTC+06:30,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,na-NR,UTC+12:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,nr-ZA,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,nd-ZW,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ne-NP,UTC+05:45,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,nl-AW,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,nl-BE,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,nl-CW,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,nl-BQ,UTC-04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,nl-NL,UTC-04:00、UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,nl-MF,UTC-04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,nl-SX,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,nl-SR,UTC-03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,nn-BV,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,nn-NO,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,nb-BV,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,nb-NO,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,no-BV,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,no-NO,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,no-SJ,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,nrb-ER,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ny-MW,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,pa-AW,UTC-04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,pa-CW,UTC-04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,pl-PL,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,pt-AO,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,pt-GQ,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
保留,pt-BR,UTC-05:00、UTC-04:00、UTC-03:00、UTC-02:00,OHR.WinterBegins_PT-BR2647021709_UHD.jpg,202506200300 
舍弃,pt-GW,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,pt-CV,UTC-01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,pt-MO,UTC+08:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,pt-MZ,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,pt-TL,UTC+09:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,pt-PT,UTC-01:00、UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,pt-ST,UTC,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ps-AF,UTC+04:30,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,qu-BO,UTC-04:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,rar-CK,UTC-10:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,rm-CH,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ro-MD,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ro-RO,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,rtm-FJ,UTC+12:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,rn-BI,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ru-AQ,UTC-03:00、UTC+03:00、UTC+05:00、UTC+06:00、UTC+07:00、UTC+08:00、UTC+10:00、UTC+12:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ru-BY,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ru-KZ,UTC+05:00、UTC+06:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ru-KG,UTC+06:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ru-RU,UTC+03:00、UTC+04:00、UTC+06:00、UTC+07:00、UTC+08:00、UTC+09:00、UTC+10:00、UTC+11:00、UTC+12:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ru-TJ,UTC+05:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ru-TM,UTC+05:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ru-UZ,UTC+05:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sg-CF,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,si-LK,UTC+05:30,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,sk-SK,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,sk-CZ,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sl-SI,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,sm-AS,UTC-11:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sm-WS,UTC+13:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sn-ZW,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,so-SO,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,st-LS,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,st-ZA,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,es-GQ,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-AR,UTC-03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-BZ,UTC-06:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,es-BO,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-CL,UTC-06:00、UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-CR,UTC-06:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-DO,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-EC,UTC-06:00、UTC-05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-SV,UTC-06:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-GU,UTC+10:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,es-GT,UTC-06:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-HN,UTC-06:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-CO,UTC-05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-CU,UTC-05:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,es-MX,UTC-08:00、UTC-07:00、UTC-06:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-NI,UTC-06:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-PA,UTC-05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-PY,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-PE,UTC-05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-PR,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
保留,es-ES,UTC、UTC+01:00,OHR.IcelandSolstice_ES-ES0482972208_UHD.jpg,202506192200 
舍弃,es-UY,UTC-03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-VE,UTC-04:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,es-EH,UTC+00:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sq-AL,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,sq-XK,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sq-ME,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sr-BA,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sr-XK,UTC+01:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sr-ME,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,sr-RS,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ss-SZ,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ss-ZA,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ssy-ER,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sw-CD,UTC+01:00、UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sw-KE,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,sw-TZ,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sw-UG,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sv-AX,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,sv-FI,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,sv-SE,UTC+01:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ta-SG,UTC+08:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ta-LK,UTC+05:30,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,tg-TJ,UTC+05:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,th-TH,UTC+07:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,tig-ER,UTC+03:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ti-ER,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,to-TO,UTC+13:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,tn-BW,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,tn-ZA,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ts-ZA,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,tk-AF,UTC+04:30,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,tk-TM,UTC+05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,tr-TR,UTC+03:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,tr-CY,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,uk-UA,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ur-PK,UTC+05:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,uz-AF,UTC+04:30,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,uz-UZ,UTC+05:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,ve-ZA,UTC+02:00,OHR.TexasCapitol_EN-US1992205396_UHD.jpg,202506190700 
舍弃,vi-VN,UTC+07:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,xh-ZA,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
保留,zh-CN,UTC+08:00,OHR.SerengetiGiraffe_ZH-CN2613013393_UHD.jpg,202506191600 
舍弃,zh-HK,UTC+08:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,zh-MO,UTC+08:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,zh-SG,UTC+08:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,zh-TW,UTC+08:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,ms-MY,UTC+08:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
舍弃,zu-ZA,UTC+02:00,OHR.WinterBegins_ROW5099492663_UHD.jpg,202506190700 
